,EmpID,Designation,City,DOB,Gender,YearOfAppraisal,Rating,Salary,WorkLifeBalance,CurrentLocation,PreferredLocation,Appraisal,Recommend,Opportunities,CurrentRole,DesiredRole,Infrastructure
849,51435,Manager,Noida,54:49.5,M,2017,4,5,2,1,,0,1,0,1,,4
850,51437,Associate,Bangalore,54:17.5,F,2017,3,3,5,1,,0,0,0,1,,1
851,51519,Programmer,Pune,54:48.1,F,2017,2,4,2,1,,0,0,0,1,,3
852,51603,Associate,Chennai,54:47.7,M,2017,4,5,2,1,,1,1,0,1,,3
853,51625,Programmer,Hyderabad,53:38.0,M,2017,3,3,4,1,,0,0,0,1,,2
854,51659,Associate,Chennai,54:34.1,M,2017,3,4,4,1,,0,0,0,1,,1
855,51682,Associate,Noida,54:33.6,F,2017,4,4,1,1,,0,0,0,1,,2
856,51812,Programmer Trainee,Kolkata,54:18.5,M,2017,3,5,3,1,,0,1,0,1,,3
857,51820,Programmer,Bangalore,54:50.4,F,2017,3,4,4,1,,0,0,0,1,,1
858,51852,Programmer,Chennai,55:04.3,F,2017,4,5,4,0,Hyderabad,0,1,0,0,Analyst,4
859,52111,Associate,Noida,55:03.3,M,2017,2,2,2,0,Chennai,0,0,0,1,,2
860,52266,Senior Manager,Bangalore,54:48.0,F,2017,3,4,1,1,,0,0,0,1,,1
861,52286,Programmer,Chennai,55:03.4,M,2017,4,4,5,0,Pune,0,0,0,0,Analyst,3
862,52320,Associate,Hyderabad,54:48.3,F,2017,2,5,1,1,,0,1,0,1,,2
863,52330,Senior Manager,Hyderabad,54:47.9,M,2017,3,4,4,1,,0,0,0,1,,3
864,52371,Senior Manager,Kolkata,53:38.6,F,2017,4,3,4,1,,0,0,0,1,,3
865,52532,Senior Associate,Hyderabad,54:48.6,M,2017,2,2,4,1,,0,0,0,1,,4
866,52551,Programmer,Noida,55:04.3,F,2017,3,2,4,1,,0,0,0,1,,2
867,52645,Senior Associate,Pune,53:38.5,M,2017,3,5,4,1,,0,1,0,1,,1
868,52646,Programmer Trainee,Bangalore,54:49.4,M,2017,4,4,4,1,,0,0,0,1,,4
869,52657,Senior Associate,Hyderabad,54:47.4,M,2017,3,5,5,1,,0,1,0,1,,2
870,52667,Associate,Pune,55:03.7,F,2017,3,4,5,0,Kolkata,0,0,0,1,,4
871,52782,Senior Manager,Bangalore,54:16.8,M,2017,4,3,2,0,Bangalore,0,0,0,0,Consultant,1
872,52805,Associate,Bangalore,54:49.6,F,2017,2,3,4,1,,1,0,0,1,,1
873,52841,Programmer,Bangalore,55:01.6,M,2017,1,5,4,1,,1,1,0,1,,4
874,52854,Programmer,Hyderabad,54:34.0,M,2017,4,4,4,1,,0,0,0,1,,3
875,52877,Senior Manager,Kolkata,54:47.4,M,2017,3,4,5,1,,0,0,0,1,,1
876,52890,Senior Manager,Hyderabad,54:33.7,M,2017,3,4,3,1,,0,0,0,1,,4
877,53015,Associate,Pune,54:48.8,F,2017,1,4,1,1,,1,0,0,1,,4
878,53215,Manager,Hyderabad,53:38.3,F,2017,4,4,5,1,,1,0,0,1,,3
879,53226,Programmer,Pune,54:49.7,M,2017,3,4,2,1,,0,0,0,1,,1
880,53229,Programmer,Kolkata,54:17.5,M,2017,3,4,5,1,,0,0,0,1,,1
881,53277,Senior Manager,Bangalore,53:37.9,M,2017,3,2,4,1,,0,0,0,1,,2
882,53343,Manager,Chennai,54:47.3,M,2017,3,2,4,1,,0,0,0,1,,2
883,53403,Programmer,Chennai,54:18.3,M,2017,2,4,2,1,,0,0,0,1,,3
884,53421,Associate,Bangalore,53:38.8,M,2017,2,5,2,1,,1,1,0,1,,1
885,53477,Associate,Noida,54:17.9,M,2017,3,4,2,1,,0,0,0,1,,4
886,53486,Associate,Noida,54:17.9,F,2017,2,4,5,1,,0,0,0,1,,4
887,53572,Manager,Hyderabad,55:03.6,M,2017,4,4,2,1,,0,0,0,1,,2
888,53631,Associate,Chennai,54:48.2,F,2017,4,5,3,0,Bangalore,0,1,0,0,Developer,4
889,53656,Senior Associate,Bangalore,54:17.0,M,2017,2,4,4,1,,0,0,0,1,,3
890,53662,Associate,Hyderabad,55:02.1,M,2017,2,4,2,1,,0,0,0,1,,3
891,53664,Senior Manager,Kolkata,55:03.7,M,2017,4,4,4,1,,0,0,0,1,,3
892,53671,Associate,Bangalore,55:02.3,M,2017,4,3,3,0,Chennai,0,0,0,0,Analyst,3
893,53922,Senior Associate,Bangalore,55:02.4,M,2017,1,5,4,1,,1,1,0,1,,3
894,53935,Manager,Hyderabad,53:38.0,M,2017,4,4,3,1,,0,0,0,1,,1
895,53980,Associate,Pune,54:33.9,M,2017,4,4,3,0,Bangalore,0,0,0,0,Analyst,1
896,54031,Associate,Bangalore,55:01.6,M,2017,4,4,4,1,,0,0,0,1,,3
897,54149,Programmer Trainee,Hyderabad,54:33.3,M,2017,1,4,4,1,,1,0,0,1,,2
898,54245,Associate,Pune,55:02.2,F,2017,4,4,1,1,,0,0,0,1,,1
899,54289,Manager,Hyderabad,54:17.5,M,2017,4,4,5,1,,0,0,0,1,,4
900,54368,Associate,Pune,54:34.0,F,2017,2,5,4,0,Hyderabad,0,1,0,1,,1
901,54482,Manager,Bangalore,54:48.5,M,2017,3,3,2,0,Bangalore,0,0,0,1,,3
902,54591,Associate,Hyderabad,55:03.4,M,2017,2,4,2,1,,1,0,0,1,,1
903,54638,Programmer,Chennai,55:01.9,M,2017,3,4,4,1,,0,0,0,1,,4
904,54741,Senior Associate,Chennai,53:38.4,M,2017,4,5,4,0,Pune,0,1,0,0,Architect,4
905,54885,Manager,Pune,54:49.6,M,2017,3,5,3,1,,0,1,0,1,,3
906,54906,Programmer,Hyderabad,54:33.8,M,2017,3,4,2,1,,0,0,0,1,,1
907,54983,Senior Associate,Bangalore,54:33.7,M,2017,3,3,4,1,,0,0,0,1,,4
908,54995,Associate,Bangalore,53:38.9,M,2017,3,4,2,0,Chennai,0,0,0,1,,1
909,55123,Associate,Hyderabad,54:47.4,F,2017,4,5,5,0,Bangalore,0,1,0,0,Analyst,3
910,55145,Senior Associate,Hyderabad,54:17.4,F,2017,3,4,3,0,Chennai,0,0,0,1,,3
911,55205,Associate,Chennai,54:16.8,M,2017,4,5,5,1,,0,1,0,1,,3
912,55270,Manager,Chennai,54:50.3,M,2017,3,1,2,0,Bangalore,0,0,0,1,,1
913,55284,Programmer Trainee,Bangalore,55:02.3,M,2017,3,4,4,0,Chennai,0,0,0,1,,3
914,55349,Senior Associate,Bangalore,54:17.5,M,2017,3,4,1,1,,0,0,0,1,,3
915,55355,Associate,Hyderabad,54:49.5,M,2017,2,5,4,1,,0,1,0,1,,3
916,55489,Associate,Bangalore,54:16.8,M,2017,2,3,5,1,,1,0,0,1,,3
917,55492,Associate,Hyderabad,54:48.0,M,2017,3,4,1,1,,1,0,0,1,,3
918,55497,Senior Manager,Pune,55:03.6,M,2017,4,5,4,1,,0,1,0,1,,4
919,55522,Associate,Pune,54:33.5,F,2017,2,4,4,0,Chennai,0,0,0,1,,1
920,55538,Associate,Bangalore,54:50.1,M,2017,3,4,4,0,Chennai,0,0,0,1,,2
921,55663,Manager,Bangalore,54:33.7,M,2017,3,2,5,1,,0,0,0,1,,3
922,55693,Senior Associate,Noida,54:33.8,M,2017,1,3,3,0,Hyderabad,1,0,0,1,,4
923,55828,Senior Associate,Chennai,53:38.4,M,2017,4,5,3,1,,0,1,0,1,,1
924,55841,Senior Associate,Chennai,53:38.0,F,2017,3,3,4,1,,1,0,0,1,,4
925,55950,Manager,Bangalore,55:03.4,M,2017,4,5,1,1,,0,1,0,1,,2
926,55982,Programmer Trainee,Chennai,54:33.4,M,2017,2,5,4,1,,0,1,0,1,,4
927,56023,Associate,Bangalore,55:01.8,M,2017,1,4,4,1,,1,0,0,1,,4
928,56071,Senior Manager,Pune,55:03.0,F,2017,3,4,4,1,,1,0,0,1,,4
929,56232,Programmer,Hyderabad,54:49.7,F,2017,4,4,2,1,,0,0,0,1,,3
930,56330,Senior Manager,Pune,55:04.1,M,2017,3,2,4,1,,0,0,0,1,,3
931,56457,Senior Manager,Kolkata,55:03.4,M,2017,3,5,4,1,,0,1,0,1,,3
932,56517,Associate,Pune,54:33.5,M,2017,2,4,4,1,,0,0,0,1,,3
933,56538,Associate,Chennai,54:34.1,M,2017,1,5,4,1,,1,1,0,1,,2
934,56583,Programmer,Chennai,54:18.0,F,2017,1,4,3,1,,1,0,0,1,,1
935,56593,Associate,Kolkata,55:02.9,M,2017,4,4,5,0,Hyderabad,0,0,0,0,Architect,4
936,56635,Senior Associate,Hyderabad,54:16.9,M,2017,4,4,4,1,,0,0,0,1,,4
937,56644,Senior Manager,Pune,25:53.1,F,2017,2,3,3,0,Bangalore,0,0,0,1,,2
938,56676,Senior Associate,Hyderabad,54:49.5,M,2017,3,3,2,0,Bangalore,0,0,0,1,,3
939,56726,Senior Associate,Bangalore,54:17.8,M,2017,2,5,4,1,,1,1,0,1,,1
940,56759,Associate,Bangalore,55:04.1,F,2017,3,3,4,1,,0,0,0,1,,3
941,56795,Senior Associate,Hyderabad,54:48.0,M,2017,2,4,2,1,,1,0,0,1,,2
942,56799,Associate,Bangalore,54:33.5,M,2017,2,5,5,1,,0,1,0,1,,1
943,56844,Manager,Kolkata,53:38.8,M,2017,3,5,4,1,,0,1,0,1,,1
944,56887,Senior Associate,Chennai,53:37.8,M,2017,2,3,5,1,,0,0,0,1,,1
945,56953,Programmer,Noida,54:49.3,M,2017,3,4,3,1,,1,0,0,1,,2
946,56957,Senior Associate,Pune,53:37.9,F,2017,3,4,4,1,,0,0,0,1,,3
947,56973,Associate,Bangalore,54:33.3,M,2017,1,1,4,1,,1,0,0,1,,1
948,57012,Manager,Pune,55:03.9,F,2017,3,3,1,0,Bangalore,0,0,0,1,,4
949,57025,Associate,Bangalore,55:02.3,M,2017,1,3,3,0,Hyderabad,1,0,0,1,,2
950,57061,Manager,Chennai,54:48.1,M,2017,3,3,5,1,,0,0,0,1,,2
951,57077,Senior Manager,Noida,54:17.3,M,2017,3,4,2,1,,0,0,0,1,,2
952,57101,Programmer Trainee,Chennai,54:17.6,M,2017,1,4,4,1,,1,0,0,1,,1
953,57250,Senior Manager,Pune,30:26.4,F,2017,2,3,3,0,Chennai,0,0,0,1,,2
954,57283,Programmer Trainee,Hyderabad,55:03.0,M,2017,3,4,4,0,Hyderabad,0,0,0,1,,4
955,57319,Associate,Chennai,54:50.1,F,2017,2,5,3,0,Bangalore,0,1,0,1,,1
956,57343,Programmer Trainee,Hyderabad,53:39.3,M,2017,3,4,4,1,,0,0,0,1,,2
957,57370,Associate,Hyderabad,53:38.7,M,2017,2,4,3,0,Kolkata,0,0,0,1,,4
958,57564,Programmer Trainee,Hyderabad,54:48.9,M,2017,3,3,4,1,,0,0,0,1,,1
959,57610,Programmer Trainee,Hyderabad,54:49.3,M,2017,2,4,4,0,Pune,0,0,0,1,,2
960,57618,Manager,Chennai,53:39.0,F,2017,3,4,4,1,,0,0,0,1,,2
961,57650,Manager,Pune,55:02.5,M,2017,3,4,1,1,,0,0,0,1,,2
962,57699,Programmer Trainee,Chennai,53:37.8,M,2017,3,4,5,1,,0,0,0,1,,2
963,57802,Programmer Trainee,Bangalore,54:49.3,F,2017,3,4,4,0,Chennai,0,0,0,1,,4
964,57804,Programmer,Pune,55:02.3,M,2017,1,3,2,0,Pune,1,0,0,1,,2
965,57825,Senior Associate,Hyderabad,54:48.9,M,2017,2,4,3,1,,0,0,0,1,,1
966,57885,Associate,Kolkata,54:16.7,M,2017,3,4,3,1,,0,0,0,1,,4
967,57923,Associate,Hyderabad,54:47.6,M,2017,2,5,4,0,Chennai,0,1,0,1,,4
968,58245,Manager,Pune,54:18.3,F,2017,4,4,5,1,,0,0,0,1,,1
969,58270,Associate,Hyderabad,54:49.7,F,2017,3,4,4,1,,0,0,0,1,,3
970,58338,Senior Associate,Chennai,55:02.3,M,2017,3,4,3,1,,1,0,0,1,,2
971,58435,Associate,Hyderabad,54:17.2,M,2017,3,4,2,1,,0,0,0,1,,1
972,58525,Programmer Trainee,Pune,54:34.1,M,2017,1,4,2,1,,1,0,0,1,,3
973,58588,Programmer Trainee,Kolkata,53:38.0,M,2017,2,4,1,1,,0,0,0,1,,3
974,58640,Manager,Hyderabad,54:33.8,M,2017,4,4,4,1,,1,0,0,1,,3
975,58679,Senior Associate,Bangalore,54:33.9,F,2017,4,5,1,1,,1,1,0,1,,1
976,58711,Senior Manager,Hyderabad,54:48.2,F,2017,4,4,4,1,,0,0,0,1,,1
977,58781,Programmer,Chennai,55:03.1,M,2017,3,5,4,0,Chennai,0,1,0,1,,1
978,58798,Programmer,Chennai,54:18.3,F,2017,3,5,4,0,Bangalore,0,1,0,1,,2
979,58861,Senior Associate,Hyderabad,55:01.5,M,2017,3,4,3,1,,0,0,0,1,,4
980,58892,Associate,Noida,53:37.7,F,2017,3,3,4,1,,0,0,0,1,,2
981,58918,Senior Manager,Chennai,54:18.2,M,2017,3,4,3,1,,0,0,0,1,,3
982,58931,Programmer,Chennai,53:38.5,M,2017,2,4,3,1,,0,0,0,1,,4
983,59019,Senior Associate,Bangalore,54:34.0,M,2017,3,3,4,1,,0,0,0,1,,2
984,59251,Manager,Pune,55:03.2,M,2017,3,4,4,1,,0,0,0,1,,3
985,59257,Senior Associate,Chennai,54:33.3,M,2017,4,5,3,1,,0,1,0,1,,1
986,59321,Associate,Hyderabad,54:33.4,M,2017,3,4,3,1,,0,0,0,1,,1
987,59373,Senior Manager,Bangalore,55:03.4,F,2017,4,3,2,0,Chennai,0,0,0,0,Consultant,1
988,59374,Senior Associate,Chennai,30:26.5,M,2017,3,3,2,0,Chennai,0,0,0,1,,4
989,59424,Senior Associate,Pune,54:34.2,M,2017,3,5,3,1,,0,1,0,1,,1
990,59435,Programmer,Bangalore,54:50.2,M,2017,3,4,4,1,,0,0,0,1,,3
991,59448,Programmer,Hyderabad,53:38.3,F,2017,2,4,4,1,,0,0,0,1,,2
992,59482,Senior Associate,Bangalore,53:38.2,F,2017,1,4,4,1,,1,0,0,1,,1
993,59538,Programmer Trainee,Bangalore,55:01.8,F,2017,4,5,2,0,Pune,0,1,0,0,Analyst,1
994,59539,Associate,Chennai,54:16.8,F,2017,3,5,3,1,,0,1,0,1,,1
995,59658,Associate,Kolkata,54:49.6,F,2017,4,3,3,0,Hyderabad,0,0,0,0,Analyst,1
996,59737,Programmer,Bangalore,55:02.2,M,2017,3,3,5,0,Hyderabad,0,0,0,1,,2
997,59778,Associate,Bangalore,54:48.5,M,2017,2,4,4,1,,0,0,0,1,,2
998,59795,Associate,Bangalore,55:01.8,M,2017,2,4,5,0,Chennai,0,0,0,1,,3
999,59830,Associate,Kolkata,55:01.7,M,2017,2,5,3,1,,0,1,0,1,,2
1000,59849,Associate,Bangalore,55:03.2,M,2017,3,4,4,1,,0,0,0,1,,4
1001,59895,Associate,Kolkata,55:04.0,M,2017,3,2,3,0,Hyderabad,0,0,0,1,,1
1002,59905,Associate,Hyderabad,53:38.3,M,2017,3,2,2,0,Bangalore,0,0,0,1,,3
1003,59957,Senior Associate,Bangalore,54:18.1,F,2017,4,3,4,1,,0,0,0,1,,1
1004,60022,Senior Associate,Pune,53:38.1,M,2017,3,4,2,1,,0,0,0,1,,1
1005,60195,Programmer Trainee,Hyderabad,54:33.7,F,2017,3,3,3,0,Pune,0,0,0,1,,1
1006,60200,Associate,Chennai,54:50.0,M,2017,3,2,4,1,,0,0,0,1,,2
1007,60218,Manager,Chennai,55:04.2,M,2017,3,4,1,1,,0,0,0,1,,2
1008,60341,Associate,Chennai,54:33.8,M,2017,3,4,4,0,Hyderabad,0,0,0,1,,3
1009,60358,Programmer Trainee,Hyderabad,54:49.8,F,2017,3,4,4,1,,0,0,0,1,,2
1010,60467,Manager,Noida,54:47.5,M,2017,3,2,4,1,,0,0,0,1,,2
1011,60605,Senior Manager,Bangalore,54:17.9,M,2017,3,4,4,1,,0,0,0,1,,1
1012,60608,Senior Associate,Chennai,54:33.6,F,2017,4,3,5,1,,0,0,0,1,,3
1013,60763,Associate,Hyderabad,54:48.3,M,2017,3,4,5,0,Hyderabad,0,0,0,1,,1
1014,60835,Senior Manager,Kolkata,55:03.6,F,2017,3,2,3,0,Hyderabad,0,0,0,1,,4
1015,60839,Senior Associate,Chennai,54:48.9,M,2017,3,4,3,1,,0,0,0,1,,1
1016,61024,Manager,Pune,54:47.4,M,2017,4,3,5,0,Pune,0,0,0,0,Architect,2
1017,61052,Senior Manager,Bangalore,55:04.0,M,2017,4,4,4,1,,1,0,0,1,,2
1018,61080,Senior Manager,Chennai,54:47.6,F,2017,3,5,4,1,,0,1,0,1,,4
1019,61143,Associate,Chennai,55:04.2,M,2017,1,5,3,1,,1,1,0,1,,4
1020,61144,Senior Associate,Hyderabad,55:03.4,M,2017,1,4,2,1,,1,0,0,1,,3
1021,61169,Senior Manager,Bangalore,55:03.0,M,2017,4,3,4,1,,0,0,0,1,,4
1022,61204,Programmer,Chennai,55:01.6,F,2017,1,4,3,1,,1,0,0,1,,2
1023,61219,Programmer,Hyderabad,53:37.7,M,2017,3,4,2,1,,0,0,0,1,,1
1024,61243,Programmer,Pune,55:03.4,M,2017,4,3,1,0,Noida,0,0,0,0,Analyst,4
1025,61247,Associate,Hyderabad,54:48.7,F,2017,1,5,1,0,Bangalore,1,1,0,1,,2
1026,61309,Manager,Hyderabad,54:49.6,M,2017,3,3,2,0,Chennai,0,0,0,1,,4
1027,61351,Associate,Kolkata,53:37.9,M,2017,3,5,2,0,Bangalore,0,1,0,1,,2
1028,61379,Senior Manager,Hyderabad,55:02.1,M,2017,4,4,2,1,,0,0,0,1,,1
1029,61532,Manager,Bangalore,53:37.7,F,2017,3,4,5,1,,0,0,0,1,,1
1030,61593,Manager,Bangalore,55:04.5,M,2017,3,4,2,1,,1,0,0,1,,4
1031,61682,Senior Associate,Hyderabad,54:50.3,F,2017,1,4,5,1,,1,0,0,1,,1
1032,61802,Associate,Hyderabad,54:18.2,M,2017,3,4,4,1,,0,0,0,1,,2
1033,61854,Senior Associate,Bangalore,53:38.1,F,2017,3,4,4,1,,0,0,0,1,,4
1034,61878,Manager,Hyderabad,54:33.7,F,2017,3,4,3,1,,0,0,0,1,,1
1035,61899,Programmer Trainee,Chennai,54:33.4,M,2017,4,5,3,0,Bangalore,0,1,0,0,Analyst,1
1036,61917,Senior Associate,Chennai,55:03.1,F,2017,4,4,3,1,,0,0,0,1,,1
1037,61953,Programmer Trainee,Pune,54:34.2,F,2017,2,3,4,1,,1,0,0,1,,1
1038,61994,Associate,Chennai,53:38.3,M,2017,3,4,3,1,,0,0,0,1,,4
1039,62065,Senior Associate,Pune,54:47.7,F,2017,2,2,1,0,Hyderabad,0,0,0,1,,3
1040,62113,Manager,Bangalore,27:48.2,M,2017,5,3,2,0,Hyderabad,1,0,0,0,Architect,2
1041,62245,Senior Associate,Chennai,53:38.3,M,2017,2,4,3,1,,0,0,0,1,,4
1042,62331,Senior Manager,Bangalore,54:49.0,M,2017,2,4,4,0,Bangalore,0,0,0,1,,4
1043,62361,Programmer,Bangalore,55:02.8,M,2017,3,4,4,1,,0,0,0,1,,1
1044,62446,Manager,Hyderabad,54:50.4,F,2017,2,5,4,0,Chennai,0,1,0,1,,3
1045,62483,Senior Manager,Hyderabad,54:33.7,M,2017,4,5,2,0,Chennai,0,1,0,1,,1
1046,62545,Associate,Bangalore,54:48.9,M,2017,2,1,2,0,Kolkata,0,0,0,1,,1
1047,62631,Manager,Pune,53:38.7,F,2017,2,4,4,0,Chennai,0,0,0,1,,2
1048,62637,Programmer Trainee,Hyderabad,54:47.3,M,2017,3,3,5,0,Chennai,0,0,0,1,,1
1049,62645,Programmer,Hyderabad,54:48.0,F,2017,2,5,4,0,Noida,0,1,0,1,,2
1050,62702,Manager,Kolkata,54:34.0,M,2017,3,4,4,0,Hyderabad,0,0,0,1,,4
1051,62786,Programmer,Hyderabad,55:02.5,M,2017,3,4,3,0,Bangalore,0,0,0,1,,4
1052,62828,Manager,Kolkata,54:33.4,F,2017,3,4,5,0,Bangalore,0,0,0,1,,4
1053,62882,Programmer,Bangalore,54:48.7,M,2017,3,4,5,0,Pune,0,0,0,1,,1
1054,62929,Associate,Hyderabad,55:03.6,M,2017,2,4,4,0,Noida,0,0,0,1,,1
1055,62985,Manager,Bangalore,55:02.4,M,2017,4,4,3,0,Hyderabad,1,0,0,1,,4
1056,63018,Manager,Hyderabad,53:39.2,M,2017,5,3,4,0,Bangalore,1,0,0,0,Architect,3
1057,63021,Senior Associate,Hyderabad,54:33.5,M,2017,3,5,4,0,Hyderabad,1,1,0,1,,3
1058,63029,Manager,Bangalore,54:33.4,M,2017,1,4,4,0,Hyderabad,1,0,0,1,,1
1059,63063,Senior Associate,Pune,54:33.8,M,2017,4,4,4,0,Chennai,0,0,0,1,,2
1060,63170,Manager,Chennai,53:38.1,M,2017,1,4,1,0,Chennai,1,0,0,1,,3
1061,63283,Associate,Hyderabad,54:17.3,M,2017,3,5,4,0,Pune,0,1,0,1,,3
1062,63301,Senior Manager,Noida,55:03.6,M,2017,4,4,2,0,Pune,0,0,0,1,,4
1063,63409,Programmer,Kolkata,53:37.9,M,2017,3,3,5,0,Kolkata,0,0,0,1,,4
1064,63464,Senior Associate,Bangalore,54:49.5,M,2017,3,5,4,0,Hyderabad,0,1,0,1,,2
1065,63609,Associate,Hyderabad,53:38.2,F,2017,3,4,5,0,Kolkata,0,0,0,1,,3
1066,63645,Manager,Bangalore,55:03.0,M,2017,4,5,3,0,Hyderabad,0,1,0,1,,4
1067,63709,Senior Associate,Bangalore,54:50.2,F,2017,1,5,3,0,Pune,1,1,0,1,,1
1068,63764,Programmer,Chennai,53:39.2,F,2017,3,3,3,0,Bangalore,0,0,0,1,,3
1069,63773,Senior Associate,Hyderabad,54:33.6,M,2017,4,5,1,0,Kolkata,1,1,0,1,,2
1070,63782,Senior Manager,Hyderabad,54:34.2,M,2017,4,2,4,0,Chennai,0,0,0,1,,3
1071,64099,Associate,Hyderabad,54:16.8,F,2017,3,4,5,0,Chennai,1,0,0,1,,2
1072,64107,Associate,Hyderabad,53:38.3,M,2017,3,3,4,0,Noida,1,0,0,1,,4
1073,64152,Manager,Chennai,54:50.0,M,2017,4,5,1,0,Pune,0,1,0,1,,2
1074,64157,Senior Associate,Hyderabad,54:18.3,M,2017,3,4,3,0,Chennai,0,0,0,1,,4
1075,64175,Associate,Hyderabad,54:49.2,M,2017,3,3,3,0,Chennai,0,0,0,1,,4
1076,64234,Associate,Chennai,54:48.2,M,2017,4,5,5,0,Hyderabad,0,1,0,1,,1
1077,64308,Senior Manager,Hyderabad,54:16.9,F,2017,4,4,4,0,Hyderabad,0,0,0,0,Architect,2
1078,64331,Manager,Kolkata,27:48.3,F,2017,1,3,2,0,Noida,1,0,0,1,,4
1079,64342,Senior Associate,Bangalore,54:47.6,F,2017,4,4,4,0,Chennai,1,0,0,1,,2
1080,64352,Associate,Hyderabad,53:38.8,F,2017,3,4,4,0,Noida,1,0,0,1,,4
1081,64367,Senior Manager,Kolkata,54:34.0,M,2017,4,5,4,0,Bangalore,0,1,0,1,,2
1082,64395,Programmer Trainee,Kolkata,54:50.4,F,2017,3,3,3,0,Hyderabad,0,0,0,1,,3
1083,64454,Associate,Pune,54:34.1,M,2017,3,5,4,0,Pune,0,1,0,1,,2
1084,64467,Associate,Hyderabad,54:49.5,F,2017,3,5,3,0,Pune,0,1,0,1,,2
1085,64477,Associate,Chennai,55:03.7,M,2017,4,4,4,0,Hyderabad,0,0,0,1,,1
1086,64621,Senior Manager,Bangalore,55:01.8,M,2017,1,3,3,0,Chennai,1,0,0,1,,1
1087,64630,Programmer,Pune,27:48.2,M,2017,5,4,1,0,Pune,1,0,0,0,Analyst,3
1088,64699,Programmer Trainee,Pune,54:47.6,M,2017,3,3,2,0,Bangalore,0,0,0,1,,4
1089,64700,Programmer Trainee,Noida,27:48.3,M,2017,5,3,4,0,Hyderabad,1,0,0,0,Analyst,1
1090,64773,Associate,Hyderabad,54:49.6,F,2017,2,2,4,0,Kolkata,0,0,0,1,,2
1091,64783,Senior Manager,Hyderabad,54:49.5,M,2017,3,5,4,0,Hyderabad,0,1,0,1,,4
1092,64908,Programmer Trainee,Hyderabad,54:18.2,M,2017,2,4,3,0,Hyderabad,0,0,0,1,,2
1093,64972,Senior Associate,Kolkata,54:47.6,F,2017,4,2,4,0,Bangalore,0,0,0,0,Developer,4
1094,65033,Senior Associate,Pune,55:02.5,M,2017,1,4,4,0,Pune,1,0,0,1,,1
1095,65056,Senior Manager,Pune,54:49.7,M,2017,1,3,4,0,Hyderabad,1,0,0,1,,2
1096,65098,Senior Associate,Hyderabad,54:49.4,M,2017,3,4,4,0,Hyderabad,0,0,0,1,,1
1097,65118,Senior Associate,Chennai,54:33.9,F,2017,3,4,5,0,Bangalore,0,0,0,1,,3
1098,65191,Senior Associate,Hyderabad,54:33.7,F,2017,3,4,3,0,Pune,0,0,0,1,,1
1099,65246,Associate,Chennai,54:49.2,F,2017,3,4,4,0,Pune,0,0,0,1,,2
1100,65325,Manager,Hyderabad,54:17.4,M,2017,4,4,5,0,Bangalore,0,0,0,1,,3
1101,65429,Associate,Hyderabad,53:38.6,M,2017,2,5,3,0,Bangalore,1,1,0,1,,1
1102,65432,Senior Manager,Pune,54:34.2,M,2017,2,4,5,0,Pune,0,0,0,1,,1
1103,65550,Associate,Bangalore,54:49.4,M,2017,3,4,3,0,Bangalore,1,0,0,1,,1
1104,65588,Associate,Bangalore,55:02.9,M,2017,1,4,5,0,Hyderabad,1,0,0,1,,2
1105,65600,Associate,Chennai,54:33.8,M,2017,3,4,4,0,Bangalore,1,0,0,1,,4
1106,65611,Associate,Bangalore,55:04.2,F,2017,5,3,4,0,Pune,1,0,0,0,Analyst,4
1107,65652,Manager,Hyderabad,54:34.2,F,2017,2,4,5,0,Pune,0,0,0,1,,3
1108,65888,Senior Manager,Hyderabad,54:49.6,F,2017,3,3,4,0,Chennai,0,0,0,1,,3
1109,65891,Associate,Noida,55:04.1,M,2017,3,4,5,0,Pune,0,0,0,1,,3
1110,66007,Programmer Trainee,Pune,53:39.2,M,2017,4,4,3,0,Hyderabad,0,0,0,1,,3
1111,66034,Manager,Hyderabad,54:47.9,M,2017,2,4,4,0,Pune,0,0,0,1,,4
1112,66079,Manager,Hyderabad,54:47.7,M,2017,4,4,5,0,Chennai,0,0,0,0,Architect,3
1113,66113,Manager,Hyderabad,55:04.3,M,2017,3,3,1,0,Chennai,0,0,0,1,,4
1114,66219,Programmer Trainee,Chennai,54:33.5,M,2017,3,4,3,0,Bangalore,0,0,0,1,,3
1115,66245,Manager,Hyderabad,54:17.8,F,2017,3,5,3,0,Chennai,1,1,0,1,,3
1116,66275,Senior Associate,Bangalore,54:16.9,F,2017,3,4,4,0,Bangalore,0,0,0,1,,3
1117,66292,Senior Manager,Kolkata,54:49.3,F,2017,3,5,4,0,Hyderabad,0,1,0,1,,4
1118,66340,Programmer Trainee,Kolkata,55:03.7,M,2017,3,4,3,0,Bangalore,0,0,0,1,,3
1119,66420,Programmer Trainee,Pune,54:33.8,M,2017,4,3,5,0,Chennai,0,0,0,1,,1
1120,66456,Associate,Hyderabad,55:02.8,M,2017,3,1,2,0,Kolkata,0,0,0,1,,4
1121,66467,Senior Manager,Hyderabad,54:49.4,F,2017,4,4,5,0,Hyderabad,0,0,0,1,,1
1122,66471,Associate,Kolkata,54:34.0,M,2017,1,1,4,0,Chennai,1,0,0,1,,2
1123,66490,Associate,Chennai,54:49.3,F,2017,2,4,5,0,Hyderabad,0,0,0,1,,2
1124,66559,Associate,Noida,54:48.5,M,2017,3,2,2,0,Hyderabad,0,0,0,1,,1
