,EmpID,Designation,City,DOB,Gender,YearOfAppraisal,Rating,Salary,WorkLifeBalance,CurrentLocation,PreferredLocation,Appraisal,Recommend,Opportunities,CurrentRole,DesiredRole,Infrastructure,Employer,Employee
711,49188,Associate,Noida,54:49.9,M,2016,2,4,3,1,,1,0,0,1,,2,Enhance,Enhance
712,49323,Senior Manager,Hyderabad,53:38.7,M,2016,2,4,4,1,,0,0,0,1,,4,Enhance,Enhance
713,49358,Senior Associate,Pune,55:03.0,M,2016,2,4,4,1,,0,0,0,1,,2,Enhance,Enhance
714,49452,Programmer,Chennai,45:32.9,F,2016,1,2,3,0,Noida,1,0,0,1,,3,Enhance,Sustain
715,49469,Senior Associate,Hyderabad,54:49.6,F,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
716,49566,Associate,Kolkata,55:02.6,F,2016,2,5,1,1,,0,1,0,1,,3,Enhance,Enhance
717,49582,Associate,Chennai,55:04.2,F,2016,1,4,5,1,,1,0,0,1,,2,Enhance,Enhance
718,49670,Associate,Hyderabad,53:39.0,M,2016,2,4,4,1,,0,0,0,1,,3,Enhance,Enhance
719,49818,Manager,Kolkata,54:48.7,F,2016,1,3,4,1,,1,0,0,1,,2,Enhance,Enhance
720,49882,Associate,Chennai,53:38.5,M,2016,2,4,4,1,,0,0,0,1,,4,Enhance,Enhance
721,49885,Manager,Chennai,44:49.4,M,2016,4,2,3,0,Pune,0,0,0,0,Consultant,4,Enhance,Sustain
722,49898,Manager,Kolkata,45:33.2,M,2016,5,1,5,0,Hyderabad,1,0,0,0,Consultant,3,Sustain,Enhance
723,49966,Associate,Chennai,54:50.2,M,2016,3,3,4,1,,0,0,0,1,,1,Enhance,Enhance
724,49971,Manager,Chennai,54:17.3,M,2016,2,4,2,1,,0,0,0,1,,1,Enhance,Enhance
725,50233,Associate,Chennai,54:17.7,M,2016,3,5,1,1,,0,1,0,1,,1,Enhance,Enhance
726,50282,Associate,Noida,54:33.7,M,2016,3,1,4,1,,0,0,0,1,,2,Enhance,Enhance
727,50305,Senior Associate,Bangalore,53:38.6,F,2016,2,5,1,1,,0,1,0,1,,1,Enhance,Enhance
728,50356,Senior Associate,Hyderabad,45:22.7,M,2016,3,3,1,0,Hyderabad,0,0,0,1,,1,Enhance,Sustain
729,50560,Programmer,Kolkata,45:33.2,F,2016,2,3,2,0,Chennai,0,0,0,1,,4,Enhance,Sustain
730,50590,Senior Manager,Kolkata,55:03.6,M,2016,3,4,5,1,,0,0,0,1,,4,Enhance,Enhance
731,50808,Senior Associate,Chennai,53:38.6,M,2016,3,3,4,1,,0,0,0,1,,3,Enhance,Enhance
732,50823,Senior Associate,Noida,53:37.9,M,2016,3,3,4,1,,0,0,0,1,,1,Enhance,Enhance
733,50832,Senior Associate,Chennai,53:37.9,F,2016,2,5,3,1,,0,1,0,1,,3,Enhance,Enhance
734,50877,Manager,Kolkata,53:37.9,M,2016,3,3,5,1,,0,0,0,1,,2,Enhance,Enhance
735,50911,Manager,Chennai,53:39.2,F,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
736,50957,Senior Associate,Pune,54:48.8,M,2016,3,4,3,1,,0,0,0,1,,3,Enhance,Enhance
737,50982,Senior Manager,Pune,54:17.5,M,2016,3,4,5,1,,0,0,0,1,,3,Enhance,Enhance
738,50994,Manager,Noida,45:32.9,M,2016,2,2,3,0,Chennai,0,0,0,1,,4,Sustain,Sustain
739,51120,Senior Manager,Chennai,53:38.8,M,2016,1,2,4,1,,1,0,0,1,,1,Enhance,Enhance
740,51157,Senior Associate,Pune,45:36.9,M,2016,3,3,2,0,Hyderabad,0,0,0,1,,3,Enhance,Sustain
741,51177,Senior Manager,Kolkata,54:48.4,M,2016,2,3,4,1,,0,0,0,1,,3,Enhance,Enhance
742,51194,Associate,Pune,54:33.6,M,2016,1,4,3,1,,1,0,0,1,,4,Enhance,Enhance
743,51260,Manager,Chennai,45:33.0,M,2016,4,3,3,0,Chennai,0,0,0,0,Architect,2,Enhance,Sustain
744,51314,Senior Manager,Chennai,45:33.2,F,2016,1,3,2,0,Chennai,1,0,0,1,,3,Sustain,Sustain
745,51331,Associate,Kolkata,55:02.4,M,2016,3,4,4,1,,0,0,0,1,,4,Enhance,Enhance
746,51390,Senior Associate,Hyderabad,55:01.7,M,2016,2,4,4,1,,0,0,0,1,,2,Enhance,Enhance
747,51435,Manager,Noida,54:49.5,M,2016,2,5,2,1,,0,1,0,1,,4,Enhance,Enhance
748,51437,Associate,Bangalore,54:17.5,F,2016,3,3,5,1,,0,0,0,1,,1,Enhance,Enhance
749,51519,Programmer,Pune,54:48.1,F,2016,3,4,2,1,,0,0,0,1,,3,Enhance,Enhance
750,51603,Associate,Chennai,54:47.7,M,2016,1,5,2,1,,1,1,0,1,,3,Enhance,Enhance
751,51625,Programmer,Hyderabad,53:38.0,M,2016,3,3,4,1,,0,0,0,1,,2,Enhance,Enhance
752,51659,Associate,Chennai,54:34.1,M,2016,2,4,4,1,,0,0,0,1,,1,Enhance,Enhance
753,51682,Associate,Noida,54:33.6,F,2016,2,4,1,1,,0,0,0,1,,2,Enhance,Enhance
754,51716,Programmer Trainee,Hyderabad,45:22.5,M,2016,4,2,3,0,Hyderabad,0,0,0,0,Analyst,4,Enhance,Sustain
755,51812,Programmer Trainee,Kolkata,54:18.5,M,2016,3,5,3,1,,0,1,0,1,,3,Enhance,Enhance
756,51820,Programmer,Bangalore,54:50.4,F,2016,2,4,4,1,,0,0,0,1,,1,Enhance,Enhance
757,52266,Senior Manager,Bangalore,54:48.0,F,2016,3,4,1,1,,0,0,0,1,,1,Enhance,Enhance
758,52294,Manager,Hyderabad,45:33.1,F,2016,5,2,1,0,Noida,1,0,0,0,Manager,4,Sustain,Sustain
759,52320,Associate,Hyderabad,54:48.3,F,2016,3,5,1,1,,0,1,0,1,,2,Enhance,Enhance
760,52330,Senior Manager,Hyderabad,54:47.9,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
761,52371,Senior Manager,Kolkata,53:38.6,F,2016,2,3,4,1,,0,0,0,1,,3,Enhance,Enhance
762,52532,Senior Associate,Hyderabad,54:48.6,M,2016,2,2,4,1,,0,0,0,1,,4,Enhance,Enhance
763,52551,Programmer,Noida,55:04.3,F,2016,3,2,4,1,,0,0,0,1,,2,Enhance,Enhance
764,52597,Associate,Hyderabad,45:22.9,M,2016,3,3,1,0,Hyderabad,0,0,0,1,,1,Enhance,Sustain
765,52639,Manager,Chennai,44:53.0,M,2016,4,2,3,0,Bangalore,0,0,0,0,Manager,2,Enhance,Sustain
766,52645,Senior Associate,Pune,53:38.5,M,2016,3,5,4,1,,0,1,0,1,,1,Enhance,Enhance
767,52646,Programmer Trainee,Bangalore,54:49.4,M,2016,2,4,4,1,,0,0,0,1,,4,Enhance,Enhance
768,52657,Senior Associate,Hyderabad,54:47.4,M,2016,3,5,5,1,,0,1,0,1,,2,Enhance,Enhance
769,52705,Programmer,Pune,45:33.1,F,2016,4,3,3,0,Bangalore,0,0,0,0,Analyst,2,Enhance,Sustain
770,52805,Associate,Bangalore,54:49.6,F,2016,1,3,4,1,,1,0,0,1,,1,Enhance,Enhance
771,52841,Programmer,Bangalore,55:01.6,M,2016,2,5,4,1,,1,1,0,1,,4,Enhance,Enhance
772,52854,Programmer,Hyderabad,54:34.0,M,2016,2,4,4,1,,0,0,0,1,,3,Enhance,Enhance
773,52877,Senior Manager,Kolkata,54:47.4,M,2016,3,4,5,1,,0,0,0,1,,1,Enhance,Enhance
774,52887,Senior Manager,Chennai,45:33.0,M,2016,3,2,3,0,Bangalore,0,0,0,1,,4,Enhance,Sustain
775,52890,Senior Manager,Hyderabad,54:33.7,M,2016,3,4,3,1,,0,0,0,1,,4,Enhance,Enhance
776,52990,Associate,Bangalore,45:36.7,M,2016,3,3,3,0,Hyderabad,0,0,0,1,,1,Enhance,Sustain
777,53004,Associate,Chennai,45:23.0,M,2016,5,3,2,0,Pune,1,0,0,0,Architect,4,Sustain,Enhance
778,53015,Associate,Pune,54:48.8,F,2016,3,4,1,1,,1,0,0,1,,4,Enhance,Enhance
779,53215,Manager,Hyderabad,53:38.3,F,2016,1,4,5,1,,1,0,0,1,,3,Enhance,Enhance
780,53226,Programmer,Pune,54:49.7,M,2016,3,4,2,1,,0,0,0,1,,1,Enhance,Enhance
781,53229,Programmer,Kolkata,54:17.5,M,2016,3,4,5,1,,0,0,0,1,,1,Enhance,Enhance
782,53277,Senior Manager,Bangalore,53:37.9,M,2016,2,2,4,1,,0,0,0,1,,2,Enhance,Enhance
783,53343,Manager,Chennai,54:47.3,M,2016,2,2,4,1,,0,0,0,1,,2,Enhance,Enhance
784,53403,Programmer,Chennai,54:18.3,M,2016,3,4,2,1,,0,0,0,1,,3,Enhance,Enhance
785,53421,Associate,Bangalore,53:38.8,M,2016,1,5,2,1,,1,1,0,1,,1,Enhance,Enhance
786,53447,Manager,Hyderabad,45:37.1,M,2016,5,3,2,0,Hyderabad,1,0,0,0,Consultant,2,Sustain,Enhance
787,53477,Associate,Noida,54:17.9,M,2016,3,4,2,1,,0,0,0,1,,4,Enhance,Enhance
788,53486,Associate,Noida,54:17.9,F,2016,3,4,5,1,,0,0,0,1,,4,Enhance,Enhance
789,53572,Manager,Hyderabad,55:03.6,M,2016,3,4,2,1,,0,0,0,1,,2,Enhance,Enhance
790,53656,Senior Associate,Bangalore,54:17.0,M,2016,2,4,4,1,,0,0,0,1,,3,Enhance,Enhance
791,53662,Associate,Hyderabad,55:02.1,M,2016,3,4,2,1,,0,0,0,1,,3,Enhance,Enhance
792,53664,Senior Manager,Kolkata,55:03.7,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
793,53708,Senior Associate,Bangalore,45:36.7,M,2016,4,2,3,0,Hyderabad,0,0,0,0,Developer,4,Enhance,Sustain
794,53849,Manager,Chennai,44:53.0,F,2016,3,1,1,0,Bangalore,0,0,0,1,,1,Enhance,Sustain
795,53896,Senior Manager,Bangalore,45:23.0,M,2016,5,4,3,0,Bangalore,1,0,0,0,Manager,1,Sustain,Enhance
796,53922,Senior Associate,Bangalore,55:02.4,M,2016,3,5,4,1,,1,1,0,1,,3,Enhance,Enhance
797,53935,Manager,Hyderabad,53:38.0,M,2016,3,4,3,1,,0,0,0,1,,1,Enhance,Enhance
798,54031,Associate,Bangalore,55:01.6,M,2016,2,4,4,1,,0,0,0,1,,3,Enhance,Enhance
799,54141,Associate,Pune,45:36.8,M,2016,1,1,2,0,Hyderabad,1,0,0,1,,3,Enhance,Sustain
800,54149,Programmer Trainee,Hyderabad,54:33.3,M,2016,3,4,4,1,,1,0,0,1,,2,Enhance,Enhance
801,54245,Associate,Pune,55:02.2,F,2016,3,4,1,1,,0,0,0,1,,1,Enhance,Enhance
802,54289,Manager,Hyderabad,54:17.5,M,2016,3,4,5,1,,0,0,0,1,,4,Enhance,Enhance
803,54438,Manager,Chennai,45:33.0,F,2016,2,1,4,0,Kolkata,0,0,0,1,,4,Sustain,Enhance
804,54591,Associate,Hyderabad,55:03.4,M,2016,1,4,2,1,,1,0,0,1,,1,Enhance,Enhance
805,54638,Programmer,Chennai,55:01.9,M,2016,2,4,4,1,,0,0,0,1,,4,Enhance,Enhance
806,54885,Manager,Pune,54:49.6,M,2016,2,5,3,1,,0,1,0,1,,3,Enhance,Enhance
807,54906,Programmer,Hyderabad,54:33.8,M,2016,2,4,2,1,,0,0,0,1,,1,Enhance,Enhance
808,54983,Senior Associate,Bangalore,54:33.7,M,2016,2,3,4,1,,0,0,0,1,,4,Enhance,Enhance
809,55205,Associate,Chennai,54:16.8,M,2016,3,5,5,1,,0,1,0,1,,3,Enhance,Enhance
810,55210,Senior Manager,Hyderabad,45:37.2,M,2016,4,3,2,0,Chennai,0,0,0,0,Architect,4,Enhance,Sustain
811,55349,Senior Associate,Bangalore,54:17.5,M,2016,3,4,1,1,,0,0,0,1,,3,Enhance,Enhance
812,55355,Associate,Hyderabad,54:49.5,M,2016,3,5,4,1,,0,1,0,1,,3,Enhance,Enhance
813,55416,Senior Associate,Bangalore,45:37.0,M,2016,3,1,3,0,Noida,0,0,0,1,,2,Enhance,Sustain
814,55489,Associate,Bangalore,54:16.8,M,2016,1,3,5,1,,1,0,0,1,,3,Enhance,Enhance
815,55492,Associate,Hyderabad,54:48.0,M,2016,1,4,1,1,,1,0,0,1,,3,Enhance,Enhance
816,55497,Senior Manager,Pune,55:03.6,M,2016,3,5,4,1,,0,1,0,1,,4,Enhance,Enhance
817,55663,Manager,Bangalore,54:33.7,M,2016,3,2,5,1,,0,0,0,1,,3,Enhance,Enhance
818,55828,Senior Associate,Chennai,53:38.4,M,2016,2,5,3,1,,0,1,0,1,,1,Enhance,Enhance
819,55841,Senior Associate,Chennai,53:38.0,F,2016,1,3,4,1,,1,0,0,1,,4,Enhance,Enhance
820,55950,Manager,Bangalore,55:03.4,M,2016,3,5,1,1,,0,1,0,1,,2,Enhance,Enhance
821,55981,Associate,Bangalore,44:53.0,M,2016,2,3,3,0,Chennai,0,0,0,1,,2,Enhance,Sustain
822,55982,Programmer Trainee,Chennai,54:33.4,M,2016,3,5,4,1,,0,1,0,1,,4,Enhance,Enhance
823,56023,Associate,Bangalore,55:01.8,M,2016,3,4,4,1,,1,0,0,1,,4,Enhance,Enhance
824,56071,Senior Manager,Pune,55:03.0,F,2016,1,4,4,1,,1,0,0,1,,4,Enhance,Enhance
825,56232,Programmer,Hyderabad,54:49.7,F,2016,3,4,2,1,,0,0,0,1,,3,Enhance,Enhance
826,56330,Senior Manager,Pune,55:04.1,M,2016,2,2,4,1,,0,0,0,1,,3,Enhance,Enhance
827,56457,Senior Manager,Kolkata,55:03.4,M,2016,3,5,4,1,,0,1,0,1,,3,Enhance,Enhance
828,56517,Associate,Pune,54:33.5,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
829,56538,Associate,Chennai,54:34.1,M,2016,2,5,4,1,,1,1,0,1,,2,Enhance,Enhance
830,56583,Programmer,Chennai,54:18.0,F,2016,2,4,3,1,,1,0,0,1,,1,Enhance,Enhance
831,56635,Senior Associate,Hyderabad,54:16.9,M,2016,3,4,4,1,,0,0,0,1,,4,Enhance,Enhance
832,56726,Senior Associate,Bangalore,54:17.8,M,2016,1,5,4,1,,1,1,0,1,,1,Enhance,Enhance
833,56759,Associate,Bangalore,55:04.1,F,2016,3,3,4,1,,0,0,0,1,,3,Enhance,Enhance
834,56795,Senior Associate,Hyderabad,54:48.0,M,2016,1,4,2,1,,1,0,0,1,,2,Enhance,Enhance
835,56799,Associate,Bangalore,54:33.5,M,2016,3,5,5,1,,0,1,0,1,,1,Enhance,Enhance
836,56844,Manager,Kolkata,53:38.8,M,2016,3,5,4,1,,0,1,0,1,,1,Enhance,Enhance
837,56887,Senior Associate,Chennai,53:37.8,M,2016,2,3,5,1,,0,0,0,1,,1,Enhance,Enhance
838,56953,Programmer,Noida,54:49.3,M,2016,1,4,3,1,,1,0,0,1,,2,Enhance,Enhance
839,56957,Senior Associate,Pune,53:37.9,F,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
840,56973,Associate,Bangalore,54:33.3,M,2016,2,1,4,1,,1,0,0,1,,1,Enhance,Enhance
841,56986,Senior Manager,Bangalore,45:33.1,M,2016,2,3,3,0,Kolkata,0,0,0,1,,3,Sustain,Sustain
842,57061,Manager,Chennai,54:48.1,M,2016,3,3,5,1,,0,0,0,1,,2,Enhance,Enhance
843,57077,Senior Manager,Noida,54:17.3,M,2016,2,4,2,1,,0,0,0,1,,2,Enhance,Enhance
844,57101,Programmer Trainee,Chennai,54:17.6,M,2016,3,4,4,1,,1,0,0,1,,1,Enhance,Enhance
845,57343,Programmer Trainee,Hyderabad,53:39.3,M,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
846,57564,Programmer Trainee,Hyderabad,54:48.9,M,2016,3,3,4,1,,0,0,0,1,,1,Enhance,Enhance
847,57618,Manager,Chennai,53:39.0,F,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
848,57650,Manager,Pune,55:02.5,M,2016,3,4,1,1,,0,0,0,1,,2,Enhance,Enhance
849,57699,Programmer Trainee,Chennai,53:37.8,M,2016,2,4,5,1,,0,0,0,1,,2,Enhance,Enhance
850,57825,Senior Associate,Hyderabad,54:48.9,M,2016,3,4,3,1,,0,0,0,1,,1,Enhance,Enhance
851,57885,Associate,Kolkata,54:16.7,M,2016,2,4,3,1,,0,0,0,1,,4,Enhance,Enhance
852,58245,Manager,Pune,54:18.3,F,2016,2,4,5,1,,0,0,0,1,,1,Enhance,Enhance
853,58270,Associate,Hyderabad,54:49.7,F,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
854,58279,Associate,Chennai,45:36.6,M,2016,2,1,3,0,Noida,0,0,0,1,,1,Enhance,Sustain
855,58338,Senior Associate,Chennai,55:02.3,M,2016,1,4,3,1,,1,0,0,1,,2,Enhance,Enhance
856,58435,Associate,Hyderabad,54:17.2,M,2016,3,4,2,1,,0,0,0,1,,1,Enhance,Enhance
857,58525,Programmer Trainee,Pune,54:34.1,M,2016,3,4,2,1,,1,0,0,1,,3,Enhance,Enhance
858,58588,Programmer Trainee,Kolkata,53:38.0,M,2016,3,4,1,1,,0,0,0,1,,3,Enhance,Enhance
859,58640,Manager,Hyderabad,54:33.8,M,2016,1,4,4,1,,1,0,0,1,,3,Enhance,Enhance
860,58679,Senior Associate,Bangalore,54:33.9,F,2016,1,5,1,1,,1,1,0,1,,1,Enhance,Enhance
861,58711,Senior Manager,Hyderabad,54:48.2,F,2016,2,4,4,1,,0,0,0,1,,1,Enhance,Enhance
862,58771,Associate,Bangalore,45:22.6,M,2016,3,3,2,0,Pune,0,0,0,1,,4,Enhance,Sustain
863,58861,Senior Associate,Hyderabad,55:01.5,M,2016,2,4,3,1,,0,0,0,1,,4,Enhance,Enhance
864,58882,Programmer Trainee,Chennai,45:36.8,M,2016,4,3,3,0,Pune,0,0,0,0,Analyst,3,Enhance,Sustain
865,58892,Associate,Noida,53:37.7,F,2016,3,3,4,1,,0,0,0,1,,2,Enhance,Enhance
866,58918,Senior Manager,Chennai,54:18.2,M,2016,2,4,3,1,,0,0,0,1,,3,Enhance,Enhance
867,58931,Programmer,Chennai,53:38.5,M,2016,3,4,3,1,,0,0,0,1,,4,Enhance,Enhance
868,59019,Senior Associate,Bangalore,54:34.0,M,2016,3,3,4,1,,0,0,0,1,,2,Enhance,Enhance
869,59114,Associate,Pune,45:22.6,M,2016,2,3,3,0,Pune,0,0,0,1,,2,Enhance,Sustain
870,59251,Manager,Pune,55:03.2,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
871,59257,Senior Associate,Chennai,54:33.3,M,2016,3,5,3,1,,0,1,0,1,,1,Enhance,Enhance
872,59321,Associate,Hyderabad,54:33.4,M,2016,2,4,3,1,,0,0,0,1,,1,Enhance,Enhance
873,59424,Senior Associate,Pune,54:34.2,M,2016,3,5,3,1,,0,1,0,1,,1,Enhance,Enhance
874,59435,Programmer,Bangalore,54:50.2,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
875,59448,Programmer,Hyderabad,53:38.3,F,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
876,59482,Senior Associate,Bangalore,53:38.2,F,2016,2,4,4,1,,1,0,0,1,,1,Enhance,Enhance
877,59539,Associate,Chennai,54:16.8,F,2016,3,5,3,1,,0,1,0,1,,1,Enhance,Enhance
878,59778,Associate,Bangalore,54:48.5,M,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
879,59830,Associate,Kolkata,55:01.7,M,2016,2,5,3,1,,0,1,0,1,,2,Enhance,Enhance
880,59849,Associate,Bangalore,55:03.2,M,2016,2,4,4,1,,0,0,0,1,,4,Enhance,Enhance
881,59957,Senior Associate,Bangalore,54:18.1,F,2016,3,3,4,1,,0,0,0,1,,1,Enhance,Enhance
882,60022,Senior Associate,Pune,53:38.1,M,2016,3,4,2,1,,0,0,0,1,,1,Enhance,Enhance
883,60072,Senior Manager,Kolkata,45:22.5,M,2016,5,3,1,0,Hyderabad,1,0,0,0,Consultant,4,Sustain,Enhance
884,60200,Associate,Chennai,54:50.0,M,2016,2,2,4,1,,0,0,0,1,,2,Enhance,Enhance
885,60218,Manager,Chennai,55:04.2,M,2016,2,4,1,1,,0,0,0,1,,2,Enhance,Enhance
886,60358,Programmer Trainee,Hyderabad,54:49.8,F,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
887,60422,Senior Manager,Chennai,45:33.2,M,2016,3,3,1,0,Chennai,0,0,0,1,,3,Enhance,Sustain
888,60467,Manager,Noida,54:47.5,M,2016,3,2,4,1,,0,0,0,1,,2,Enhance,Enhance
889,60605,Senior Manager,Bangalore,54:17.9,M,2016,3,4,4,1,,0,0,0,1,,1,Enhance,Enhance
890,60608,Senior Associate,Chennai,54:33.6,F,2016,2,3,5,1,,0,0,0,1,,3,Enhance,Enhance
891,60839,Senior Associate,Chennai,54:48.9,M,2016,2,4,3,1,,0,0,0,1,,1,Enhance,Enhance
892,60921,Manager,Chennai,45:36.7,M,2016,5,1,1,0,Hyderabad,1,0,0,0,Consultant,2,Sustain,Sustain
893,60940,Associate,Hyderabad,45:37.2,M,2016,4,3,1,0,Pune,0,0,0,0,Analyst,4,Enhance,Sustain
894,61052,Senior Manager,Bangalore,55:04.0,M,2016,1,4,4,1,,1,0,0,1,,2,Enhance,Enhance
895,61080,Senior Manager,Chennai,54:47.6,F,2016,3,5,4,1,,0,1,0,1,,4,Enhance,Enhance
896,61143,Associate,Chennai,55:04.2,M,2016,3,5,3,1,,1,1,0,1,,4,Enhance,Enhance
897,61144,Senior Associate,Hyderabad,55:03.4,M,2016,3,4,2,1,,1,0,0,1,,3,Enhance,Enhance
898,61169,Senior Manager,Bangalore,55:03.0,M,2016,3,3,4,1,,0,0,0,1,,4,Enhance,Enhance
899,61204,Programmer,Chennai,55:01.6,F,2016,3,4,3,1,,1,0,0,1,,2,Enhance,Enhance
900,61219,Programmer,Hyderabad,53:37.7,M,2016,3,4,2,1,,0,0,0,1,,1,Enhance,Enhance
901,61379,Senior Manager,Hyderabad,55:02.1,M,2016,2,4,2,1,,0,0,0,1,,1,Enhance,Enhance
902,61532,Manager,Bangalore,53:37.7,F,2016,3,4,5,1,,0,0,0,1,,1,Enhance,Enhance
903,61593,Manager,Bangalore,55:04.5,M,2016,1,4,2,1,,1,0,0,1,,4,Enhance,Enhance
904,61682,Senior Associate,Hyderabad,54:50.3,F,2016,3,4,5,1,,1,0,0,1,,1,Enhance,Enhance
905,61749,Associate,Kolkata,44:46.5,M,2016,5,4,3,0,Hyderabad,1,0,0,0,Developer,2,Sustain,Enhance
906,61802,Associate,Hyderabad,54:18.2,M,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
907,61831,Associate,Noida,44:49.4,F,2016,5,3,3,0,Pune,1,0,0,0,Analyst,1,Sustain,Enhance
908,61854,Senior Associate,Bangalore,53:38.1,F,2016,2,4,4,1,,0,0,0,1,,4,Enhance,Enhance
909,61878,Manager,Hyderabad,54:33.7,F,2016,3,4,3,1,,0,0,0,1,,1,Enhance,Enhance
910,61917,Senior Associate,Chennai,55:03.1,F,2016,3,4,3,1,,0,0,0,1,,1,Enhance,Enhance
911,61953,Programmer Trainee,Pune,54:34.2,F,2016,1,3,4,1,,1,0,0,1,,1,Enhance,Enhance
912,61994,Associate,Chennai,53:38.3,M,2016,3,4,3,1,,0,0,0,1,,4,Enhance,Enhance
913,62061,Manager,Hyderabad,44:49.4,F,2016,1,3,3,0,Noida,1,0,0,1,,1,Sustain,Sustain
914,62245,Senior Associate,Chennai,53:38.3,M,2016,2,4,3,1,,0,0,0,1,,4,Enhance,Enhance
915,62282,Associate,Chennai,45:33.0,M,2016,5,2,2,0,Chennai,1,0,0,0,Architect,2,Sustain,Sustain
916,62361,Programmer,Bangalore,55:02.8,M,2016,3,4,4,1,,0,0,0,1,,1,Enhance,Enhance
917,62483,Senior Manager,Hyderabad,54:33.7,M,2016,3,5,2,0,Chennai,0,1,0,1,,1,Enhance,Enhance
918,62637,Programmer Trainee,Hyderabad,54:47.3,M,2016,2,3,5,0,Chennai,0,0,0,1,,1,Enhance,Enhance
919,62645,Programmer,Hyderabad,54:48.0,F,2016,2,5,4,0,Noida,0,1,0,1,,2,Enhance,Enhance
920,62702,Manager,Kolkata,54:34.0,M,2016,3,4,4,0,Hyderabad,0,0,0,1,,4,Enhance,Enhance
921,62709,Programmer Trainee,Pune,45:22.7,F,2016,2,3,3,0,Kolkata,0,0,0,1,,1,Enhance,Sustain
922,62786,Programmer,Hyderabad,55:02.5,M,2016,3,4,3,0,Bangalore,0,0,0,1,,4,Enhance,Enhance
923,62828,Manager,Kolkata,54:33.4,F,2016,3,4,5,0,Bangalore,0,0,0,1,,4,Enhance,Enhance
924,62882,Programmer,Bangalore,54:48.7,M,2016,3,4,5,0,Pune,0,0,0,1,,1,Enhance,Enhance
925,62985,Manager,Bangalore,55:02.4,M,2016,1,4,3,0,Hyderabad,1,0,0,1,,4,Enhance,Enhance
926,63021,Senior Associate,Hyderabad,54:33.5,M,2016,1,5,4,0,Hyderabad,1,1,0,1,,3,Enhance,Enhance
927,63063,Senior Associate,Pune,54:33.8,M,2016,3,4,4,0,Chennai,0,0,0,1,,2,Enhance,Enhance
928,63283,Associate,Hyderabad,54:17.3,M,2016,3,5,4,0,Pune,0,1,0,1,,3,Enhance,Enhance
929,63301,Senior Manager,Noida,55:03.6,M,2016,2,4,2,0,Pune,0,0,0,1,,4,Enhance,Enhance
930,63409,Programmer,Kolkata,53:37.9,M,2016,3,3,5,0,Kolkata,0,0,0,1,,4,Enhance,Enhance
931,63412,Manager,Chennai,45:22.8,F,2016,4,3,1,0,Pune,0,0,0,0,Consultant,4,Enhance,Sustain
932,63464,Senior Associate,Bangalore,54:49.5,M,2016,3,5,4,0,Hyderabad,0,1,0,1,,2,Enhance,Enhance
933,63517,Senior Manager,Bangalore,45:32.9,F,2016,2,1,3,0,Chennai,0,0,0,1,,3,Sustain,Sustain
934,63609,Associate,Hyderabad,53:38.2,F,2016,3,4,5,0,Kolkata,0,0,0,1,,3,Enhance,Enhance
935,63645,Manager,Bangalore,55:03.0,M,2016,3,5,3,0,Hyderabad,0,1,0,1,,4,Enhance,Enhance
936,63709,Senior Associate,Bangalore,54:50.2,F,2016,3,5,3,0,Pune,1,1,0,1,,1,Enhance,Enhance
937,63737,Programmer,Hyderabad,45:33.0,M,2016,2,3,1,0,Pune,0,0,0,1,,4,Enhance,Sustain
938,63773,Senior Associate,Hyderabad,54:33.6,M,2016,1,5,1,0,Kolkata,1,1,0,1,,2,Enhance,Enhance
939,63782,Senior Manager,Hyderabad,54:34.2,M,2016,3,2,4,0,Chennai,0,0,0,1,,3,Enhance,Enhance
940,64099,Associate,Hyderabad,54:16.8,F,2016,1,4,5,0,Chennai,1,0,0,1,,2,Enhance,Enhance
941,64107,Associate,Hyderabad,53:38.3,M,2016,1,3,4,0,Noida,1,0,0,1,,4,Enhance,Enhance
942,64108,Programmer Trainee,Pune,45:33.1,M,2016,1,3,2,0,Pune,1,0,0,1,,1,Enhance,Sustain
943,64152,Manager,Chennai,54:50.0,M,2016,3,5,1,0,Pune,0,1,0,1,,2,Enhance,Enhance
944,64157,Senior Associate,Hyderabad,54:18.3,M,2016,3,4,3,0,Chennai,0,0,0,1,,4,Enhance,Enhance
945,64174,Senior Associate,Bangalore,45:23.0,M,2016,4,1,2,0,Hyderabad,0,0,0,0,Architect,1,Enhance,Sustain
946,64234,Associate,Chennai,54:48.2,M,2016,2,5,5,0,Hyderabad,0,1,0,1,,1,Enhance,Enhance
